Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price P/U,Unit,Value,,,,,
2021,188799,"Hay, Wild",81,San Mateo,165,1.35,223,107.62,Tons,24000,,,,,
2021,188799,"Hay, Wild",97,Sonoma,413,1.87,774,151.16,Tons,117000,,,,,
2021,188799,"Hay, Wild",999,State Total,2568,5.41,13897,289.63,Tons,4025000,,,,,
2021,121799,"Hemp, Unspecified",33,Lake,9,,,,,,,,,,
2021,121799,"Hemp, Unspecified",53,Monterey,52,,,,,374000,,,,,
2021,121799,"Hemp, Unspecified",63,Plumas,5,,,,,120000,,,,,
2021,121799,"Hemp, Unspecified",65,Riverside,270,,,,,11400000,,,,,
2021,121799,"Hemp, Unspecified",69,San Benito,105,,,,,1947000,,,,,
2021,121799,"Hemp, Unspecified",87,Santa Cruz,2,,,,,,,,,,
2021,121799,"Hemp, Unspecified",111,Ventura,23,,,,,2463000,,,,,
2021,121799,"Hemp, Unspecified",998,Sum of Others,147,,,,,12525000,,,,,
2021,121799,"Hemp, Unspecified",999,State Total,613,,,,,28829000,,,,,
2021,398599,Spices And Herbs,65,Riverside,1090,7.29,7950,520,Tons,4134000,,,,,
2021,398599,Spices And Herbs,71,San Bernardino,61,3.56,217,5562.21,Tons,1207000,,,,,
2021,398599,Spices And Herbs,998,Sum of Others,345,,,,,14218000,,,,,
2021,398599,Spices And Herbs,999,State Total,1496,7.1,8167,653.97,Tons,19559000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",5,Amador,,,,,,40000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",19,Fresno,,,,,,11937000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",21,Glenn,,,,,,58000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",29,Kern,,,,,,140000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",45,Mendocino,,,,,,81300,,,,,
2021,429999,"Hogs & Pigs, Unspecified",53,Monterey,,,,,,255000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",63,Plumas,,,,,,60700,,,,,
2021,429999,"Hogs & Pigs, Unspecified",73,San Diego,,,,,,250000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",89,Shasta,,,,,,111000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",97,Sonoma,,,,,,429000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",99,Stanislaus,,,,,,3114000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",998,Sum of Others,,,,,,358000,,,,,
2021,429999,"Hogs & Pigs, Unspecified",999,State Total,,,,,,16834000,,,,,
2021,393999,Horseradish,49,Modoc,597,2.51,1500,497.33,Tons,746000,,,,,
2021,393999,Horseradish,93,Siskiyou,170,0.12,21,10619.05,Tons,223000,,,,,
2021,393999,Horseradish,999,State Total,767,1.98,1521,637.08,Tons,969000,,,,,
2021,,"Horticulture, All",1,Alameda,116,,,,,5768000,,,,,
2021,,"Horticulture, All",5,Amador,,,,,,208000,,,,,
2021,,"Horticulture, All",7,Butte,215,,,,,17154000,,,,,
2021,,"Horticulture, All",9,Calaveras,,,,,,113000,,,,,
2021,,"Horticulture, All",13,Contra Costa,16,,,,,10472000,,,,,
2021,,"Horticulture, All",17,El Dorado,47,,,,,2439000,,,,,
2021,,"Horticulture, All",19,Fresno,,,,,,47941000,,,,,
2021,,"Horticulture, All",25,Imperial,371,,,,,15728000,,,,,
2021,,"Horticulture, All",27,Inyo,221,,,,,4346000,,,,,
2021,,"Horticulture, All",29,Kern,2730,,,,,122229000,,,,,
2021,,"Horticulture, All",33,Lake,22,,,,,1136000,,,,,
2021,,"Horticulture, All",39,Madera,277,,,,,23310000,,,,,
2021,,"Horticulture, All",41,Marin,7,,,,,274000,,,,,
2021,,"Horticulture, All",43,Mariposa,,,,,,56800,,,,,
2021,,"Horticulture, All",45,Mendocino,19,,,,,1821000,,,,,
2021,,"Horticulture, All",49,Modoc,,,,,,240000,,,,,
2021,,"Horticulture, All",51,Mono,1,,,,,21500,,,,,
2021,,"Horticulture, All",53,Monterey,587,,,,,99778000,,,,,
2021,,"Horticulture, All",55,Napa,4,,,,,212000,,,,,
2021,,"Horticulture, All",57,Nevada,14,,,,,810000,,,,,
2021,,"Horticulture, All",59,Orange,453,,,,,55282000,,,,,
2021,,"Horticulture, All",61,Placer,,,,,,7620000,,,,,
2021,,"Horticulture, All",63,Plumas,3,,,,,27700,,,,,
2021,,"Horticulture, All",65,Riverside,6400,,,,,267497000,,,,,
2021,,"Horticulture, All",67,Sacramento,517,,,,,34878000,,,,,
2021,,"Horticulture, All",69,San Benito,135,,,,,6801000,,,,,
2021,,"Horticulture, All",71,San Bernardino,654,,,,,41064000,,,,,
2021,,"Horticulture, All",73,San Diego,11400,,,,,1312708000,,,,,
2021,,"Horticulture, All",77,San Joaquin,,,,,,138155000,,,,,
2021,,"Horticulture, All",79,San Luis Obispo,199,,,,,76503000,,,,,
2021,,"Horticulture, All",81,San Mateo,498,,,,,60268000,,,,,
2021,,"Horticulture, All",83,Santa Barbara,1090,,,,,154631000,,,,,
2021,,"Horticulture, All",85,Santa Clara,1040,,,,,109372000,,,,,
2021,,"Horticulture, All",87,Santa Cruz,893,,,,,136730000,,,,,
2021,,"Horticulture, All",89,Shasta,,,,,,3366000,,,,,
2021,,"Horticulture, All",93,Siskiyou,2460,,,,,158208000,,,,,
2021,,"Horticulture, All",95,Solano,1330,,,,,43086000,,,,,
2021,,"Horticulture, All",97,Sonoma,,,,,,60370000,,,,,
2021,,"Horticulture, All",99,Stanislaus,1500,,,,,207780000,,,,,
2021,,"Horticulture, All",101,Sutter,352,,,,,45782000,,,,,
2021,,"Horticulture, All",103,Tehama,,,,,,17600000,,,,,
2021,,"Horticulture, All",107,Tulare,,,,,,118779000,,,,,
2021,,"Horticulture, All",109,Tuolumne,,,,,,529000,,,,,
2021,,"Horticulture, All",111,Ventura,3800,,,,,248081000,,,,,
2021,,"Horticulture, All",113,Yolo,421,,,,,20481000,,,,,
2021,,"Horticulture, All",115,Yuba,62,,,,,4663000,,,,,
2021,,"Horticulture, All",998,Sum of Others,9290,,,,,236627000,,,,,
2021,,"Horticulture, All",999,State Total,47144,,,,,3920946000,,,,,
2021,864999,"Flowers, Bedding Plants",63,Plumas,3,,,,,27700,,,,,
2021,864999,"Flowers, Bedding Plants",71,San Bernardino,15,,,,,922000,,,,,
2021,864999,"Flowers, Bedding Plants",77,San Joaquin,,,,,,905000,,,,,
2021,864999,"Flowers, Bedding Plants",81,San Mateo,7,,,,,6072000,,,,,
2021,864999,"Flowers, Bedding Plants",85,Santa Clara,113,,,,,26772000,,,,,
2021,864999,"Flowers, Bedding Plants",97,Sonoma,,,,,,5923000,,,,,
2021,864999,"Flowers, Bedding Plants",998,Sum of Others,18,,,,,5273000,,,,,
2021,864999,"Flowers, Bedding Plants",999,State Total,156,,,,,45894700,,,,,
2021,825379,"Nursery Plants, Strawberry",93,Siskiyou,2460,,,,,142806000,,,,,
2021,825379,"Nursery Plants, Strawberry",999,State Total,2460,,,,,142806000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",53,Monterey,230,,,,,47722000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",77,San Joaquin,,,,,,9580000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",79,San Luis Obispo,66,,,,,32150000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",111,Ventura,150,,,,,18773000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",115,Yuba,62,,,,,4663000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",998,Sum of Others,12,,,,,3705000,,,,,
2021,834999,"Nursery Plants, Vegetable Bedding",999,State Total,520,,,,,116593000,,,,,
2021,876130,"Flowers, Cacti, Succulents",59,Orange,20,,,,,1920000,,,,,
2021,876130,"Flowers, Cacti, Succulents",999,State Total,20,,,,,1920000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",53,Monterey,112,,,,,3607000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",57,Nevada,8,,,,,237000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",65,Riverside,3,,,,,101000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",73,San Diego,2600,,,,,46218000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",79,San Luis Obispo,20,,,,,18382000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",81,San Mateo,205,,,,,5486000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",83,Santa Barbara,761,,,,,35494000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",87,Santa Cruz,326,,,,,25805000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",97,Sonoma,,,,,,6142000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",111,Ventura,560,,,,,34142000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",998,Sum of Others,,,,,,147000,,,,,
2021,868999,"Flowers, Foliage, Cut, All",999,State Total,4595,,,,,175761000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",29,Kern,860,,,,,80787000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",73,San Diego,235,,,,,24050000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",77,San Joaquin,,,,,,13600000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",93,Siskiyou,,,,,,8180000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",95,Solano,58,,,,,461000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",99,Stanislaus,780,,,,,145577000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",101,Sutter,347,,,,,45586000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",107,Tulare,,,,,,40803000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",111,Ventura,225,,,,,29437000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",113,Yolo,341,,,,,15362000,,,,,
2021,824999,"Nursery, Fruit/Vine/Nut, Non-Bearing",999,State Total,2846,,,,,403843000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",19,Fresno,,,,,,6324000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",29,Kern,,,,,,1000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",71,San Bernardino,46,,,,,8489000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",85,Santa Clara,69,,,,,12071000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",111,Ventura,100,,,,,14529000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",998,Sum of Others,6530,,,,,2912000,,,,,
2021,894999,"Nursery, Herbaceous Perennials",999,State Total,6745,,,,,44326000,,,,,
2021,899999,"Nursery Products, Misc",1,Alameda,62,,,,,909000,,,,,
2021,899999,"Nursery Products, Misc",5,Amador,,,,,,208000,,,,,
2021,899999,"Nursery Products, Misc",7,Butte,215,,,,,17154000,,,,,
2021,899999,"Nursery Products, Misc",9,Calaveras,,,,,,113000,,,,,
2021,899999,"Nursery Products, Misc",13,Contra Costa,16,,,,,10472000,,,,,
2021,899999,"Nursery Products, Misc",17,El Dorado,47,,,,,2439000,,,,,
2021,899999,"Nursery Products, Misc",19,Fresno,,,,,,37650000,,,,,
2021,899999,"Nursery Products, Misc",25,Imperial,371,,,,,15728000,,,,,
2021,899999,"Nursery Products, Misc",27,Inyo,221,,,,,4346000,,,,,
2021,899999,"Nursery Products, Misc",33,Lake,22,,,,,1136000,,,,,
2021,899999,"Nursery Products, Misc",39,Madera,277,,,,,23310000,,,,,
2021,899999,"Nursery Products, Misc",41,Marin,7,,,,,274000,,,,,
2021,899999,"Nursery Products, Misc",43,Mariposa,,,,,,56800,,,,,
2021,899999,"Nursery Products, Misc",45,Mendocino,19,,,,,1805000,,,,,
2021,899999,"Nursery Products, Misc",49,Modoc,,,,,,240000,,,,,
2021,899999,"Nursery Products, Misc",51,Mono,1,,,,,21500,,,,,
2021,899999,"Nursery Products, Misc",53,Monterey,245,,,,,48449000,,,,,
2021,899999,"Nursery Products, Misc",55,Napa,4,,,,,212000,,,,,
2021,899999,"Nursery Products, Misc",57,Nevada,6,,,,,484000,,,,,
2021,899999,"Nursery Products, Misc",61,Placer,,,,,,7620000,,,,,
2021,899999,"Nursery Products, Misc",65,Riverside,152,,,,,2335000,,,,,
2021,899999,"Nursery Products, Misc",67,Sacramento,517,,,,,34878000,,,,,
2021,899999,"Nursery Products, Misc",69,San Benito,135,,,,,6801000,,,,,
2021,899999,"Nursery Products, Misc",71,San Bernardino,32,,,,,867000,,,,,
2021,899999,"Nursery Products, Misc",73,San Diego,2770,,,,,503645000,,,,,
2021,899999,"Nursery Products, Misc",77,San Joaquin,,,,,,40404000,,,,,
2021,899999,"Nursery Products, Misc",79,San Luis Obispo,64,,,,,19205000,,,,,
2021,899999,"Nursery Products, Misc",81,San Mateo,73,,,,,12637000,,,,,
2021,899999,"Nursery Products, Misc",83,Santa Barbara,333,,,,,119137000,,,,,
2021,899999,"Nursery Products, Misc",85,Santa Clara,265,,,,,25658000,,,,,
2021,899999,"Nursery Products, Misc",87,Santa Cruz,567,,,,,110925000,,,,,
2021,899999,"Nursery Products, Misc",89,Shasta,,,,,,3314000,,,,,
2021,899999,"Nursery Products, Misc",93,Siskiyou,,,,,,7E+06,,,,,
2021,899999,"Nursery Products, Misc",95,Solano,1270,,,,,42625000,,,,,
2021,899999,"Nursery Products, Misc",97,Sonoma,,,,,,22147000,,,,,
2021,899999,"Nursery Products, Misc",99,Stanislaus,286,,,,,22525000,,,,,
2021,899999,"Nursery Products, Misc",101,Sutter,5,,,,,196000,,,,,
2021,899999,"Nursery Products, Misc",103,Tehama,,,,,,17600000,,,,,
2021,899999,"Nursery Products, Misc",107,Tulare,,,,,,8334000,,,,,
2021,899999,"Nursery Products, Misc",109,Tuolumne,,,,,,529000,,,,,
2021,899999,"Nursery Products, Misc",111,Ventura,942,,,,,52684000,,,,,
2021,899999,"Nursery Products, Misc",113,Yolo,80,,,,,5119000,,,,,
2021,899999,"Nursery Products, Misc",998,Sum of Others,1660,,,,,123511000,,,,,
2021,899999,"Nursery Products, Misc",999,State Total,10664,,,,,1354703300,,,,,
2021,899999,"Nursery Products, Misc",59,Orange,11,,,,,9250000,,,,,
2021,899999,"Nursery Products, Misc",999,State Total,11,,,,,9250000,,,,,
2021,879999,"Flowers, Foliage Plants",71,San Bernardino,6,,,,,18429000,,,,,
2021,879999,"Flowers, Foliage Plants",73,San Diego,881,,,,,356408000,,,,,
2021,879999,"Flowers, Foliage Plants",77,San Joaquin,,,,,,19014000,,,,,
2021,879999,"Flowers, Foliage Plants",81,San Mateo,47,,,,,35574000,,,,,
2021,879999,"Flowers, Foliage Plants",111,Ventura,111,,,,,17403000,,,,,
2021,879999,"Flowers, Foliage Plants",998,Sum of Others,11,,,,,5400000,,,,,
2021,879999,"Flowers, Foliage Plants",999,State Total,1056,,,,,452228000,,,,,
2021,863999,"Nursery, Flower Propagative Materials",29,Kern,,,,,,6027000,,,,,
2021,863999,"Nursery, Flower Propagative Materials",111,Ventura,16,,,,,5465000,,,,,
2021,863999,"Nursery, Flower Propagative Materials",999,State Total,16,,,,,11492000,,,,,
2021,892999,"Nursery, Turf",29,Kern,344,,,,,7784000,,,,,
2021,892999,"Nursery, Turf",65,Riverside,2300,,,,,32500000,,,,,
2021,892999,"Nursery, Turf",71,San Bernardino,551,,,,,12307000,,,,,
2021,892999,"Nursery, Turf",998,Sum of Others,,,,,,2350000,,,,,
2021,892999,"Nursery, Turf",999,State Total,3195,,,,,54941000,,,,,
2021,895999,"Nursery, Woody Ornamentals",1,Alameda,54,,,,,4859000,,,,,
2021,895999,"Nursery, Woody Ornamentals",19,Fresno,,,,,,3967000,,,,,
2021,895999,"Nursery, Woody Ornamentals",29,Kern,1530,,,,,27630000,,,,,
2021,895999,"Nursery, Woody Ornamentals",59,Orange,378,,,,,42683000,,,,,
2021,895999,"Nursery, Woody Ornamentals",65,Riverside,3950,,,,,232560000,,,,,
2021,895999,"Nursery, Woody Ornamentals",73,San Diego,4950,,,,,382388000,,,,,
2021,895999,"Nursery, Woody Ornamentals",77,San Joaquin,,,,,,54652000,,,,,
2021,895999,"Nursery, Woody Ornamentals",79,San Luis Obispo,49,,,,,6766000,,,,,
2021,895999,"Nursery, Woody Ornamentals",85,Santa Clara,331,,,,,44425000,,,,,
2021,895999,"Nursery, Woody Ornamentals",97,Sonoma,,,,,,25955000,,,,,
2021,895999,"Nursery, Woody Ornamentals",99,Stanislaus,438,,,,,39678000,,,,,
2021,895999,"Nursery, Woody Ornamentals",107,Tulare,,,,,,69642000,,,,,
2021,895999,"Nursery, Woody Ornamentals",111,Ventura,1690,,,,,75648000,,,,,
2021,895999,"Nursery, Woody Ornamentals",998,Sum of Others,1100,,,,,94304000,,,,,
2021,895999,"Nursery, Woody Ornamentals",999,State Total,14470,,,,,1105157000,,,,,
2021,215399,"Aprium, Plumcots, Pluots",19,Fresno,1120,5.84,6540,2381.04,Tons,15572000,,,,,
2021,215399,"Aprium, Plumcots, Pluots",998,Sum of Others,99,,,,,1797000,,,,,
2021,215399,"Aprium, Plumcots, Pluots",999,State Total,1219,5.84,6540,2381.04,Tons,17369000,,,,,
2021,218899,"Fruits & Nuts, Unspecified",71,San Bernardino,82,2.4,197,6040.61,Tons,1190000,,,,,
2021,218899,"Fruits & Nuts, Unspecified",998,Sum of Others,166,,,,,868000,,,,,
2021,218899,"Fruits & Nuts, Unspecified",999,State Total,248,2.4,197,6040.61,Tons,2058000,,,,,
2021,337999,Kale,53,Monterey,1340,7.54,10100,1190,Tons,12019000,,,,,
2021,337999,Kale,65,Riverside,332,5.51,1830,1402.19,Tons,2566000,,,,,
2021,337999,Kale,69,San Benito,656,9.3,6100,1190.16,Tons,7260000,,,,,
2021,337999,Kale,111,Ventura,1010,3.04,3070,6000.98,Tons,18423000,,,,,
2021,337999,Kale,998,Sum of Others,3430,,,,,22956000,,,,,
2021,337999,Kale,999,State Total,6768,6.32,21100,1908.44,Tons,63224000,,,,,
2021,229999,Kiwifruit,7,Butte,573,5.76,3300,898.79,Tons,2966000,,,,,
2021,229999,Kiwifruit,107,Tulare,1910,8.27,15800,2570,Tons,40606000,,,,,
2021,229999,Kiwifruit,115,Yuba,843,6.49,5470,3580.62,Tons,19586000,,,,,
2021,229999,Kiwifruit,998,Sum of Others,1220,,,,,11672000,,,,,
2021,229999,Kiwifruit,999,State Total,4546,7.39,24570,2570.53,Tons,74830000,,,,,
2021,338999,Kohlrabi,998,Sum of Others,91,,,,,1296000,,,,,
2021,338999,Kohlrabi,999,State Total,91,,,,,1296000,,,,,
2021,207999,Kumquats,73,San Diego,51,3.65,186,3553.76,NA,661000,,,,,
2021,207999,Kumquats,998,Sum of Others,2,,,,,9550,,,,,
2021,207999,Kumquats,999,State Total,53,3.65,186,3553.76,NA,670550,,,,,
2021,387999,Leeks,53,Monterey,623,12.28,7650,1260,Tons,9639000,,,,,
2021,387999,Leeks,81,San Mateo,40,14.28,571,1169.88,Tons,668000,,,,,
2021,387999,Leeks,998,Sum of Others,214,,,,,1558000,,,,,
2021,387999,Leeks,999,State Total,877,12.4,8221,1253.74,Tons,11865000,,,,,
2021,204999,"Lemons, All",19,Fresno,4870,11.89,57900,645.99,Tons,37403000,,,,,
2021,204999,"Lemons, All",25,Imperial,4700,11.64,54700,563.91,Tons,30846000,,,,,
2021,204999,"Lemons, All",29,Kern,5060,13.89,70300,1209.77,Tons,85047000,,,,,
2021,204999,"Lemons, All",53,Monterey,1320,29.32,38700,920,Tons,35604000,,,,,
2021,204999,"Lemons, All",65,Riverside,7800,9.2,71800,949.47,Tons,68172000,,,,,
2021,204999,"Lemons, All",71,San Bernardino,764,8.51,6500,758.77,Tons,4932000,,,,,
2021,204999,"Lemons, All",73,San Diego,2850,16.88,48100,1243.66,NA,59820000,,,,,
2021,204999,"Lemons, All",79,San Luis Obispo,2040,13.28,27100,685.72,Tons,18583000,,,,,
2021,204999,"Lemons, All",83,Santa Barbara,1520,18.88,28700,474.98,Tons,13632000,,,,,
2021,204999,"Lemons, All",107,Tulare,12300,13.9,171000,2030,Tons,347130000,,,,,
2021,204999,"Lemons, All",111,Ventura,18300,18.58,340000,746.2,Tons,253708000,,,,,
2021,204999,"Lemons, All",998,Sum of Others,325,,,,,1311000,,,,,
2021,204999,"Lemons, All",999,State Total,61849,14.87,914800,1043.81,Tons,956188000,,,,,
2021,,"Lettuce, All",19,Fresno,8750,16.8,147000,695.08,Tons,102176000,,,,,
2021,,"Lettuce, All",25,Imperial,34900,15.85,553000,747.89,Tons,413582000,,,,,
2021,,"Lettuce, All",53,Monterey,94800,18.71,1774000,670.16,Tons,1188861000,,,,,
2021,,"Lettuce, All",65,Riverside,3860,12.54,48400,721.45,Tons,34918000,,,,,
2021,,"Lettuce, All",69,San Benito,10400,4.6,47800,1185.19,Tons,56652000,,,,,
2021,,"Lettuce, All",71,San Bernardino,24,5.83,140,1757.14,Tons,246000,,,,,
2021,,"Lettuce, All",79,San Luis Obispo,3990,17.57,70100,493.68,Tons,34607000,,,,,
2021,,"Lettuce, All",83,Santa Barbara,14700,15.24,224000,669.29,Tons,149921000,,,,,
2021,,"Lettuce, All",85,Santa Clara,2770,6.21,17200,1017.62,Tons,17503000,,,,,
2021,,"Lettuce, All",87,Santa Cruz,3040,20.72,63000,412.81,Tons,26007000,,,,,
2021,,"Lettuce, All",111,Ventura,1540,19.29,29700,1090.2,Tons,32379000,,,,,
2021,,"Lettuce, All",998,Sum of Others,2420,,,,,19349000,,,,,
2021,,"Lettuce, All",999,State Total,181194,16.64,2974340,691.53,Tons,2076201000,,,,,
2021,340999,"Lettuce, Head",19,Fresno,4670,22.7,106000,655.61,Tons,69495000,,,,,
2021,340999,"Lettuce, Head",25,Imperial,15600,21.35,333000,676.86,Tons,225394000,,,,,
2021,340999,"Lettuce, Head",53,Monterey,37800,22.49,850000,531.24,Tons,451556000,,,,,
2021,340999,"Lettuce, Head",65,Riverside,2980,12.48,37200,761.02,Tons,28310000,,,,,
2021,340999,"Lettuce, Head",69,San Benito,865,12.37,10700,368.88,Tons,3947000,,,,,
2021,340999,"Lettuce, Head",79,San Luis Obispo,2620,20.19,52900,405.16,Tons,21433000,,,,,
2021,340999,"Lettuce, Head",83,Santa Barbara,7940,18.01,143000,517.93,Tons,74064000,,,,,
2021,340999,"Lettuce, Head",87,Santa Cruz,1640,22.99,37700,383.5,Tons,14458000,,,,,
2021,340999,"Lettuce, Head",998,Sum of Others,712,,,,,6889000,,,,,
2021,340999,"Lettuce, Head",999,State Total,74827,21.19,1570500,565.84,Tons,895546000,,,,,
2021,342999,"Lettuce, Leaf",25,Imperial,10700,9.81,105000,1182.1,Tons,124120000,,,,,
2021,342999,"Lettuce, Leaf",53,Monterey,8740,11.9,104000,912.74,Tons,94925000,,,,,
2021,342999,"Lettuce, Leaf",79,San Luis Obispo,1370,12.55,17200,765.93,Tons,13174000,,,,,
2021,342999,"Lettuce, Leaf",83,Santa Barbara,6810,11.95,81400,931.9,Tons,75857000,,,,,
2021,342999,"Lettuce, Leaf",87,Santa Cruz,1410,17.94,25300,456.48,Tons,11549000,,,,,
2021,342999,"Lettuce, Leaf",111,Ventura,592,19.59,11600,2552.41,Tons,29608000,,,,,
2021,342999,"Lettuce, Leaf",998,Sum of Others,1020,,,,,7260000,,,,,
2021,342999,"Lettuce, Leaf",999,State Total,30642,11.63,344500,1013.74,Tons,356493000,,,,,
2021,339999,"Lettuce, Unspecified",19,Fresno,4080,10,40800,801,Tons,32681000,,,,,
2021,339999,"Lettuce, Unspecified",53,Monterey,,,34600,585,Tons,20241000,,,,,
2021,339999,"Lettuce, Unspecified",69,San Benito,6650,,,,,36077000,,,,,
2021,339999,"Lettuce, Unspecified",71,San Bernardino,24,5.83,140,1757.14,Tons,246000,,,,,
2021,339999,"Lettuce, Unspecified",85,Santa Clara,2770,6.21,17200,1017.62,Tons,17503000,,,,,
2021,339999,"Lettuce, Unspecified",998,Sum of Others,35,,,,,101000,,,,,
2021,339999,"Lettuce, Unspecified",999,State Total,13559,8.46,92740,762.03,Tons,106849000,,,,,
2021,341999,"Lettuce, Romaine",25,Imperial,8650,13.3,115000,557.11,Tons,64068000,,,,,
2021,341999,"Lettuce, Romaine",53,Monterey,48300,16.27,786000,791.52,Tons,622139000,,,,,
2021,341999,"Lettuce, Romaine",65,Riverside,880,12.73,11200,590,Tons,6608000,,,,,
2021,341999,"Lettuce, Romaine",69,San Benito,2860,12.97,37100,448.19,Tons,16628000,,,,,
2021,341999,"Lettuce, Romaine",111,Ventura,950,19.05,18100,153.09,Tons,2771000,,,,,
2021,341999,"Lettuce, Romaine",998,Sum of Others,657,,,,,5099000,,,,,
2021,341999,"Lettuce, Romaine",999,State Total,62297,15.69,967400,736.22,Tons,717313000,,,,,
2021,205999,"Limes, All",73,San Diego,244,4.43,1080,1622.22,NA,1752000,,,,,
2021,205999,"Limes, All",998,Sum of Others,6,,,,,50400,,,,,
2021,205999,"Limes, All",999,State Total,250,4.43,1080,1622.22,NA,1802400,,,,,
2021,478999,"Livestock Products, Misc.",5,Amador,,,,,,61100,,,,,
2021,478999,"Livestock Products, Misc.",9,Calaveras,,,,,,10300,,,,,
2021,478999,"Livestock Products, Misc.",11,Colusa,,,,,,50000,,,,,
2021,478999,"Livestock Products, Misc.",43,Mariposa,,,,,,528000,,,,,
2021,478999,"Livestock Products, Misc.",45,Mendocino,,,,,,1368000,,,,,
2021,478999,"Livestock Products, Misc.",53,Monterey,,,,,,28010000,,,,,
2021,478999,"Livestock Products, Misc.",55,Napa,,,,,,1224000,,,,,
2021,478999,"Livestock Products, Misc.",61,Placer,,,,,,1606000,,,,,
2021,478999,"Livestock Products, Misc.",65,Riverside,,,,,,1700000,,,,,
2021,478999,"Livestock Products, Misc.",67,Sacramento,,,,,,591000,,,,,
2021,478999,"Livestock Products, Misc.",69,San Benito,,,,,,3011000,,,,,
2021,478999,"Livestock Products, Misc.",81,San Mateo,,,,,,986000,,,,,
2021,478999,"Livestock Products, Misc.",95,Solano,,,,,,22800000,,,,,
2021,478999,"Livestock Products, Misc.",97,Sonoma,,,,,,25826000,,,,,
2021,478999,"Livestock Products, Misc.",101,Sutter,,,,,,3000,,,,,
2021,478999,"Livestock Products, Misc.",107,Tulare,,,,,,1736000,,,,,
2021,478999,"Livestock Products, Misc.",109,Tuolumne,,,,,,162000,,,,,
2021,478999,"Livestock Products, Misc.",998,Sum of Others,,,,,,961000,,,,,
2021,478999,"Livestock Products, Misc.",999,State Total,,,,,,90633400,,,,,
2021,469999,"Livestock, Unspecified",1,Alameda,,,,,,608000,,,,,
2021,469999,"Livestock, Unspecified",5,Amador,,,,,,294000,,,,,
2021,469999,"Livestock, Unspecified",7,Butte,,,,,,2100000,,,,,
2021,469999,"Livestock, Unspecified",9,Calaveras,,,,,,68200,,,,,
2021,469999,"Livestock, Unspecified",11,Colusa,,,,,,1850000,,,,,
2021,469999,"Livestock, Unspecified",13,Contra Costa,,,,,,1573000,,,,,
2021,469999,"Livestock, Unspecified",17,El Dorado,,,,,,3175000,,,,,
2021,469999,"Livestock, Unspecified",25,Imperial,,,,,,40921000,,,,,
2021,469999,"Livestock, Unspecified",27,Inyo,,,,,,135000,,,,,
2021,469999,"Livestock, Unspecified",29,Kern,,,,,,1094000,,,,,
2021,469999,"Livestock, Unspecified",31,Kings,,,,,,311000,,,,,
2021,469999,"Livestock, Unspecified",33,Lake,,,,,,815000,,,,,
2021,469999,"Livestock, Unspecified",43,Mariposa,,,,,,573000,,,,,
