NAME,crop,year,AW,Total_Land,TW,Adjusted Price,Adjusted Total Production Value,Adjusted Gross Revenue
Riverside,Vineyard,2009,2.06,14440.0,29724.9,,,
Riverside,Vineyard,2010,1.93,14050.0,27047.04,,,
Riverside,Vineyard,2011,3.75,13540.0,50728.6,,,
Riverside,Vineyard,2012,3.78,12770.0,48277.2,,,
Riverside,Vineyard,2013,3.0,12530.0,37610.7,,,
Riverside,Vineyard,2014,2.97,12360.0,36712.0,,,
Riverside,Vineyard,2015,3.64,12180.0,44320.6,,,
Riverside,Vineyard,2016,3.76,11750.0,44221.5,,,
Riverside,Vineyard,2017,5.14,9353.74,48107.03,,,
Riverside,Vineyard,2018,3.79,9656.95,36630.6,,,
Riverside,Vineyard,2019,3.71,9262.96,34356.23,,,
Riverside,Vineyard,2020,3.95,8838.28,34951.45,,,
Sacramento,Alfalfa,1998,4.32,5200.0,22442.6,133.31,4.18587,731.86
Sacramento,Alfalfa,1999,5.86,6300.0,36894.9,141.1,5.98209,860.71
Sacramento,Alfalfa,2000,5.59,6900.0,38557.2,127.77,6.35061,830.49
Sacramento,Alfalfa,2001,6.06,7900.0,47883.0,155.15,9.04483,1039.52
Sacramento,Alfalfa,2002,5.74,13863.0,79597.28,144.19,15.05261,980.48
Sacramento,Alfalfa,2003,5.4,10179.0,55016.62,132.97,9.41416,837.73
Sacramento,Alfalfa,2004,5.69,9358.0,53216.59,149.68,10.49315,1017.84
Sacramento,Alfalfa,2005,4.67,12626.0,58986.73,164.32,12.81636,920.19
Sacramento,Alfalfa,2006,4.93,13958.0,68805.85,154.18,10.97723,786.31
Sacramento,Alfalfa,2007,6.25,14509.0,90672.72,197.4,22.52306,1401.52
Sacramento,Alfalfa,2008,6.44,9240.0,59475.74,238.24,15.60417,1524.71
Sacramento,Alfalfa,2009,5.61,14638.0,82095.0,129.34,10.90295,672.56
Sacramento,Alfalfa,2010,4.8,14445.0,69317.08,157.11,15.08299,942.67
Sacramento,Alfalfa,2011,3.6,15980.0,57566.31,273.13,25.04637,1584.14
Sacramento,Alfalfa,2012,4.02,12717.0,51071.19,259.57,20.89522,1658.66
Sacramento,Alfalfa,2013,4.41,13071.0,57691.23,246.31,15.93639,1236.46
Sacramento,Alfalfa,2014,4.12,14393.0,59283.51,286.57,20.80451,1464.37
Sacramento,Alfalfa,2015,4.4,14685.0,64680.48,213.99,18.33897,1264.71
Sacramento,Alfalfa,2016,4.4,15210.0,66883.04,170.59,16.49699,1006.51
Sacramento,Alfalfa,2017,3.87,12610.92,48852.4,217.75,19.74978,1352.21
Sacramento,Alfalfa,2018,3.7,12443.96,46034.25,230.96,24.0196,1455.06
Sacramento,Alfalfa,2019,4.07,11638.93,47359.76,202.57,18.27258,1114.15
Sacramento,Alfalfa,2020,4.84,12473.67,60370.15,217.64,19.71832,1331.95
Sacramento,Almonds & Pistachios,1998,3.68,200.0,735.2,4443.6,0.35104,2221.8
Sacramento,Almonds & Pistachios,1998,3.68,200.0,735.2,2962.4,0.17478,4147.36
Sacramento,Almonds & Pistachios,1999,4.85,200.0,970.6,,,
Sacramento,Almonds & Pistachios,2002,2.19,17.0,37.23,,,
Sacramento,Almonds & Pistachios,2003,4.31,17.0,73.34,,,
Sacramento,Almonds & Pistachios,2004,5.12,17.0,86.97,,,
Sacramento,Almonds & Pistachios,2005,4.21,17.0,71.55,,,
Sacramento,Almonds & Pistachios,2006,4.28,174.0,744.2,,,
Sacramento,Almonds & Pistachios,2007,4.71,230.0,1083.76,,,
Sacramento,Almonds & Pistachios,2008,5.23,230.0,1203.13,,,
Sacramento,Almonds & Pistachios,2009,4.78,230.0,1100.32,,,
Sacramento,Almonds & Pistachios,2011,3.67,150.0,549.82,,,
Sacramento,Almonds & Pistachios,2012,3.61,150.0,542.0,,,
Sacramento,Almonds & Pistachios,2013,4.0,150.0,600.01,,,
Sacramento,Almonds & Pistachios,2014,4.04,460.0,1859.4,,,
Sacramento,Almonds & Pistachios,2015,3.92,762.0,2987.1,,,
Sacramento,Almonds & Pistachios,2016,3.67,419.0,1537.73,,,
Sacramento,Almonds & Pistachios,2017,3.02,2482.97,7498.9,5733.06,0.63064,2293.22
Sacramento,Almonds & Pistachios,2018,3.23,2172.0,7009.27,5456.86,1.3533,3274.11
Sacramento,Almonds & Pistachios,2019,2.98,2048.73,6105.81,6132.57,2.17093,1839.77
Sacramento,Almonds & Pistachios,2020,3.53,2697.07,9523.98,4004.54,5.52626,2803.17
Sacramento,Citrus & Subtropical,2000,3.77,200.0,753.8,,,
Sacramento,Citrus & Subtropical,2001,3.82,200.0,764.8,,,
Sacramento,Citrus & Subtropical,2002,3.86,150.0,578.72,,,
Sacramento,Citrus & Subtropical,2003,3.46,150.0,519.63,,,
Sacramento,Citrus & Subtropical,2004,4.07,150.0,610.44,,,
Sacramento,Citrus & Subtropical,2005,3.15,150.0,471.84,,,
Sacramento,Citrus & Subtropical,2006,3.16,150.0,473.78,,,
Sacramento,Citrus & Subtropical,2007,4.23,150.0,634.79,,,
Sacramento,Citrus & Subtropical,2008,4.21,216.0,908.35,,,
Sacramento,Citrus & Subtropical,2009,3.61,216.0,780.66,,,
Sacramento,Citrus & Subtropical,2010,3.04,193.0,586.42,,,
Sacramento,Citrus & Subtropical,2011,2.64,29.0,76.42,,,
Sacramento,Citrus & Subtropical,2012,3.42,29.0,99.05,,,
Sacramento,Citrus & Subtropical,2013,3.31,32.0,105.79,,,
Sacramento,Citrus & Subtropical,2014,3.49,85.0,296.71,,,
Sacramento,Citrus & Subtropical,2015,3.42,84.0,286.95,,,
Sacramento,Citrus & Subtropical,2016,3.87,384.0,1487.39,,,
Sacramento,Citrus & Subtropical,2017,3.59,552.22,1980.67,,,
Sacramento,Citrus & Subtropical,2018,3.57,383.0,1367.07,,,
Sacramento,Citrus & Subtropical,2019,4.21,278.1,1170.11,,,
Sacramento,Citrus & Subtropical,2020,4.32,1059.91,4576.17,,,
Sacramento,Corn,1998,2.62,39100.0,102519.4,35.55,7.04162,853.17
Sacramento,Corn,1999,3.47,34800.0,120758.9,27.93,6.35982,754.01
Sacramento,Corn,2000,3.04,38700.0,117461.7,27.59,8.83917,700.69
Sacramento,Corn,2001,3.47,40400.0,140308.2,31.61,10.74146,853.34
Sacramento,Corn,2002,3.13,36903.0,115655.13,28.55,9.2123,770.9
Sacramento,Corn,2003,3.0,33451.0,100215.08,29.71,8.49043,772.37
Sacramento,Corn,2004,3.19,41123.0,131252.33,32.17,11.28353,859.06
Sacramento,Corn,2005,2.91,34705.0,101158.94,30.32,6.32823,758.12
Sacramento,Corn,2006,3.07,28261.0,86736.42,27.71,8.20881,731.58
Sacramento,Corn,2007,3.42,37074.0,126835.49,39.53,11.96709,1012.04
Sacramento,Corn,2008,3.53,32988.0,116403.01,64.03,15.32283,1709.49
Sacramento,Corn,2009,2.81,29734.0,83532.49,33.45,8.97604,923.34
Sacramento,Corn,2010,2.84,32699.0,92729.56,30.9,6.27272,720.9
Sacramento,Corn,2011,1.89,36492.0,69035.98,49.91,13.02591,1365.61
Sacramento,Corn,2012,2.22,34287.0,76123.86,50.62,7.79604,1365.21
Sacramento,Corn,2013,2.16,34346.0,74286.78,50.89,8.34578,1350.49
Sacramento,Corn,2014,2.21,28499.0,63088.73,51.86,9.12761,1326.54
Sacramento,Corn,2015,2.19,25813.0,56595.93,43.62,9.29093,1159.88
Sacramento,Corn,2016,3.8,25542.0,96967.93,39.9,7.4611,1078.14
Sacramento,Corn,2017,3.07,23733.63,72899.67,41.11,8.63252,1118.12
Sacramento,Corn,2018,3.05,24839.26,75760.5,36.04,8.72021,958.2
Sacramento,Corn,2019,2.79,20356.56,56771.55,38.23,9.13688,1073.63
Sacramento,Corn,2020,3.03,22735.81,68842.3,39.44,12.54171,957.24
Sacramento,Cucurbits,1998,1.24,600.0,746.2,370.3,1.12719,3888.15
Sacramento,Cucurbits,1999,1.84,1000.0,1835.7,,,
Sacramento,Cucurbits,2000,1.79,600.0,1074.6,,,
Sacramento,Cucurbits,2001,1.97,500.0,987.3,,,
Sacramento,Cucurbits,2002,1.82,836.0,1525.34,,,
Sacramento,Cucurbits,2003,1.82,664.0,1211.62,854.25,1.89556,7261.11
Sacramento,Cucurbits,2004,2.02,1042.0,2105.28,721.9,1.75422,6497.12
Sacramento,Cucurbits,2005,1.89,1154.0,2178.87,275.68,1.72576,2756.8
Sacramento,Cucurbits,2006,1.86,1029.0,1909.56,271.68,1.70751,4075.2
Sacramento,Cucurbits,2007,1.98,1319.0,2617.36,301.67,1.05734,3831.21
Sacramento,Cucurbits,2008,2.06,1216.0,2502.14,716.95,2.58601,7649.81
Sacramento,Cucurbits,2009,2.03,959.0,1951.21,695.36,2.06521,6953.63
Sacramento,Cucurbits,2010,1.89,536.0,1013.43,182.7,0.65039,2561.41
Sacramento,Cucurbits,2011,2.21,789.0,1747.28,710.53,1.5987,4831.61
Sacramento,Cucurbits,2012,2.37,728.0,1727.56,,,
Sacramento,Cucurbits,2013,2.21,1176.0,2593.57,1887.9,1.23469,28054.19
Sacramento,Cucurbits,2014,2.36,1053.0,2486.19,,,
Sacramento,Cucurbits,2015,2.34,820.0,1916.34,,,
Sacramento,Cucurbits,2016,3.94,1068.0,4209.64,,,
Sacramento,Cucurbits,2017,2.42,1077.18,2606.59,172.05,1.40399,2548.1
Sacramento,Cucurbits,2018,2.09,1188.54,2487.91,193.91,1.70634,2328.8
Sacramento,Cucurbits,2019,2.27,955.72,2167.2,,,
Sacramento,Cucurbits,2020,2.35,831.02,1953.08,,,
Sacramento,Dry Beans,1998,2.38,600.0,1430.8,,,
Sacramento,Dry Beans,1999,2.73,800.0,2181.5,967.13,0.50267,686.66
Sacramento,Dry Beans,2000,2.72,700.0,1902.1,,,
Sacramento,Dry Beans,2001,2.78,1000.0,2784.0,837.54,0.64503,653.28
Sacramento,Dry Beans,2002,2.75,1476.0,4063.2,776.61,0.90795,621.29
Sacramento,Dry Beans,2003,2.67,2469.0,6592.03,820.57,2.38784,984.67
Sacramento,Dry Beans,2004,2.84,811.0,2302.85,850.99,0.5106,680.79
Sacramento,Dry Beans,2005,2.68,58.0,155.37,,,
Sacramento,Dry Beans,2006,2.71,58.0,157.34,,,
Sacramento,Dry Beans,2008,3.06,298.0,911.45,,,
Sacramento,Dry Beans,2009,2.52,365.0,918.41,,,
Sacramento,Dry Beans,2010,2.56,348.0,890.16,,,
Sacramento,Dry Beans,2011,2.14,686.0,1465.99,,,
Sacramento,Dry Beans,2012,2.16,686.0,1480.53,,,
Sacramento,Dry Beans,2013,2.11,686.0,1450.78,,,
Sacramento,Dry Beans,2014,2.16,571.0,1235.06,,,
Sacramento,Dry Beans,2015,2.16,686.0,1480.9,,,
Sacramento,Dry Beans,2016,2.78,790.0,2197.38,,,
Sacramento,Dry Beans,2017,2.49,1248.31,3106.12,,,
Sacramento,Dry Beans,2018,2.7,1350.45,3646.46,,,
Sacramento,Dry Beans,2019,2.4,751.68,1807.74,,,
Sacramento,Dry Beans,2020,2.39,863.44,2066.69,,,
Sacramento,Grain,1998,0.55,5100.0,2803.7,74.06,0.04592,74.06
Sacramento,Grain,1998,0.55,5100.0,2803.7,148.12,19.3267,666.54
Sacramento,Grain,1998,0.55,5100.0,2803.7,59.25,0.04295,59.25
Sacramento,Grain,1998,0.55,5100.0,2803.7,148.12,0.73023,207.37
Sacramento,Grain,1999,1.38,9800.0,13516.6,132.28,0.0926,132.28
Sacramento,Grain,1999,1.38,9800.0,13516.6,126.4,13.5883,543.53
Sacramento,Grain,1999,1.38,9800.0,13516.6,80.84,0.06467,161.68
Sacramento,Grain,1999,1.38,9800.0,13516.6,136.69,2.25614,300.72
Sacramento,Grain,2000,1.19,16900.0,20080.7,87.11,0.01307,43.56
Sacramento,Grain,2000,1.19,16900.0,20080.7,129.22,14.94731,607.33
Sacramento,Grain,2000,1.19,16900.0,20080.7,78.4,0.12196,157.59
Sacramento,Grain,2000,1.19,16900.0,20080.7,126.32,3.41487,227.37
Sacramento,Grain,2001,1.63,17400.0,28351.4,129.29,0.07758,130.59
Sacramento,Grain,2001,1.63,17400.0,28351.4,119.24,13.80716,548.49
Sacramento,Grain,2001,1.63,17400.0,28351.4,114.93,0.10487,149.41
Sacramento,Grain,2001,1.63,17400.0,28351.4,122.11,4.28681,268.64
Sacramento,Grain,2002,1.41,12540.0,17706.68,138.48,0.04711,137.09
Sacramento,Grain,2002,1.41,12540.0,17706.68,137.05,15.73501,671.54
Sacramento,Grain,2002,1.41,12540.0,17706.68,107.07,0.10707,150.97
Sacramento,Grain,2002,1.41,12540.0,17706.68,145.62,3.5433,364.04
Sacramento,Grain,2003,1.03,12337.0,12740.83,152.62,0.28999,335.77
Sacramento,Grain,2003,1.03,12337.0,12740.83,135.8,12.26317,583.95
Sacramento,Grain,2003,1.03,12337.0,12740.83,84.88,0.08488,169.75
Sacramento,Grain,2003,1.03,12337.0,12740.83,179.63,2.90276,305.37
Sacramento,Grain,2004,1.44,13003.0,18674.48,146.74,0.44905,264.14
Sacramento,Grain,2004,1.44,13003.0,18674.48,148.28,18.6977,711.76
Sacramento,Grain,2004,1.44,13003.0,18674.48,84.24,0.15668,151.64
Sacramento,Grain,2004,1.44,13003.0,18674.48,149.12,3.02582,372.81
Sacramento,Grain,2005,0.63,12046.0,7647.85,124.98,0.56239,249.96
Sacramento,Grain,2005,0.63,12046.0,7647.85,129.57,15.45876,621.93
Sacramento,Grain,2005,0.63,12046.0,7647.85,103.27,0.3129,185.89
Sacramento,Grain,2005,0.63,12046.0,7647.85,140.58,2.0483,309.29
Sacramento,Grain,2006,0.43,12012.0,5218.16,143.54,0.35454,287.08
Sacramento,Grain,2006,0.43,12012.0,5218.16,152.82,11.05194,687.69
Sacramento,Grain,2006,0.43,12012.0,5218.16,94.64,0.37764,141.95
Sacramento,Grain,2006,0.43,12012.0,5218.16,159.39,1.78358,239.09
Sacramento,Grain,2007,1.9,11083.0,21048.05,190.56,21.93208,914.7
Sacramento,Grain,2007,1.9,11083.0,21048.05,191.15,0.49316,401.41
Sacramento,Grain,2007,1.9,11083.0,21048.05,201.26,4.40759,543.4
Sacramento,Grain,2008,1.88,22120.0,41646.26,232.96,25.60115,1118.23
Sacramento,Grain,2008,1.88,22120.0,41646.26,212.25,1.27131,488.16
Sacramento,Grain,2008,1.88,22120.0,41646.26,268.71,9.29493,618.04
Sacramento,Grain,2009,1.5,18324.0,27486.11,211.26,20.0568,1056.31
Sacramento,Grain,2009,1.5,18324.0,27486.11,69.85,1.26968,223.51
Sacramento,Grain,2009,1.5,18324.0,27486.11,210.59,5.99544,463.3
Sacramento,Grain,2010,0.89,15356.0,13674.23,216.21,25.29591,1104.82
Sacramento,Grain,2010,0.89,15356.0,13674.23,106.53,1.15059,352.62
Sacramento,Grain,2010,0.89,15356.0,13674.23,212.22,6.7912,596.35
Sacramento,Grain,2011,0.48,24468.0,11697.11,268.49,36.78433,1366.63
Sacramento,Grain,2011,0.48,24468.0,11697.11,143.83,1.13771,532.18
Sacramento,Grain,2011,0.48,24468.0,11697.11,110.87,1.05553,353.67
Sacramento,Grain,2011,0.48,24468.0,11697.11,246.82,4.91168,434.4
Sacramento,Grain,2012,0.95,17392.0,16503.01,280.08,41.4528,1453.64
Sacramento,Grain,2012,0.95,17392.0,16503.01,201.13,0.52295,663.74
Sacramento,Grain,2012,0.95,17392.0,16503.01,88.72,0.92278,267.06
Sacramento,Grain,2012,0.95,17392.0,16503.01,282.09,4.1468,730.61
Sacramento,Grain,2013,1.18,21971.0,25910.68,220.73,32.88848,1169.88
Sacramento,Grain,2013,1.18,21971.0,25910.68,176.08,1.79602,530.0
Sacramento,Grain,2013,1.18,21971.0,25910.68,305.58,6.35593,913.67
Sacramento,Grain,2014,1.07,28095.0,30037.77,215.55,24.14166,1118.7
Sacramento,Grain,2014,1.07,28095.0,30037.77,390.75,0.87137,621.29
Sacramento,Grain,2014,1.07,28095.0,30037.77,158.03,1.38123,284.46
Sacramento,Grain,2014,1.07,28095.0,30037.77,284.06,7.32876,795.38
Sacramento,Grain,2015,1.16,30774.0,35779.33,187.61,15.66591,879.9
Sacramento,Grain,2015,1.16,30774.0,35779.33,308.91,0.92673,707.4
Sacramento,Grain,2015,1.16,30774.0,35779.33,163.42,4.21636,784.43
Sacramento,Grain,2015,1.16,30774.0,35779.33,233.94,6.94796,701.81
Sacramento,Grain,2016,0.77,40070.0,30737.31,183.12,17.65274,970.51
Sacramento,Grain,2016,0.77,40070.0,30737.31,228.67,0.89864,342.99
Sacramento,Grain,2016,0.77,40070.0,30737.31,178.55,6.17803,551.73
Sacramento,Grain,2017,0.22,38650.1,8414.18,175.07,18.55682,922.6
Sacramento,Grain,2017,0.22,38650.1,8414.18,149.38,0.70504,343.57
Sacramento,Grain,2017,0.22,38650.1,8414.18,169.42,2.59207,355.78
Sacramento,Grain,2018,0.36,40699.51,14562.52,172.64,15.01961,794.14
Sacramento,Grain,2018,0.36,40699.51,14562.52,141.02,0.57398,352.55
Sacramento,Grain,2018,0.36,40699.51,14562.52,198.58,6.51314,597.71
Sacramento,Grain,2019,0.26,27015.26,6905.49,178.88,14.63301,860.42
Sacramento,Grain,2019,0.26,27015.26,6905.49,158.87,0.44961,333.62
Sacramento,Grain,2019,0.26,27015.26,6905.49,201.81,4.96467,504.53
Sacramento,Grain,2020,0.67,33398.99,22512.1,171.33,10.27969,772.69
Sacramento,Grain,2020,0.67,33398.99,22512.1,244.82,4.70049,758.95
Sacramento,Multi-Crops,1998,0.0,100.0,0.0,,,
Sacramento,Multi-Crops,1999,0.0,100.0,0.0,,,
Sacramento,Multi-Crops,2000,0.0,300.0,0.0,,,
Sacramento,Multi-Crops,2001,0.0,300.0,0.0,,,
Sacramento,Multi-Crops,2002,0.0,83.0,0.0,,,
Sacramento,Multi-Crops,2003,0.0,82.0,0.0,,,
Sacramento,Multi-Crops,2004,0.0,86.0,0.0,,,
Sacramento,Multi-Crops,2005,0.0,80.0,0.0,,,
Sacramento,Multi-Crops,2006,0.0,80.0,0.0,,,
Sacramento,Multi-Crops,2007,0.0,80.0,0.0,,,
Sacramento,Multi-Crops,2008,0.0,125.0,0.0,,,
Sacramento,Multi-Crops,2009,0.0,10380.0,0.0,,,
Sacramento,Multi-Crops,2010,0.0,87.0,0.0,,,
Sacramento,Multi-Crops,2018,0.0,28413.41,0.0,,,
Sacramento,Multi-Crops,2019,0.0,20037.56,0.0,,,
Sacramento,Multi-Crops,2020,0.0,18782.56,0.0,,,
Sacramento,Onions & Garlic,1998,3.88,100.0,388.1,,,
Sacramento,Onions & Garlic,1999,4.48,100.0,447.8,,,
Sacramento,Onions & Garlic,2000,4.63,100.0,462.7,,,
Sacramento,Onions & Garlic,2002,4.44,42.0,186.36,,,
Sacramento,Onions & Garlic,2003,4.25,24.0,102.06,,,
Sacramento,Onions & Garlic,2004,4.58,82.0,375.18,,,
Sacramento,Onions & Garlic,2005,3.6,82.0,295.16,,,
Sacramento,Onions & Garlic,2006,3.53,86.0,303.86,,,
Sacramento,Onions & Garlic,2007,4.81,86.0,413.76,,,
Sacramento,Onions & Garlic,2008,5.01,67.0,335.42,,,
Sacramento,Onions & Garlic,2009,4.16,50.0,208.05,,,
Sacramento,Onions & Garlic,2010,3.93,8.0,31.47,,,
Sacramento,Onions & Garlic,2011,2.72,112.0,304.87,,,
Sacramento,Onions & Garlic,2012,3.41,112.0,382.38,,,
Sacramento,Onions & Garlic,2013,3.56,112.0,399.1,,,
Sacramento,Onions & Garlic,2014,3.61,112.0,404.52,,,
Sacramento,Onions & Garlic,2015,3.52,112.0,393.94,,,
Sacramento,Onions & Garlic,2016,2.54,41.0,104.14,,,
Sacramento,Onions & Garlic,2017,0.95,334.9,319.02,,,
Sacramento,Onions & Garlic,2018,2.59,29.91,77.47,,,
Sacramento,Onions & Garlic,2019,1.55,238.88,370.26,,,
Sacramento,Onions & Garlic,2020,1.92,394.03,756.72,,,
Sacramento,Other Deciduous,1998,3.7,7400.0,27354.9,488.8,0.9376,4399.16
Sacramento,Other Deciduous,1998,3.7,7400.0,27354.9,4932.4,1.00129,5918.88
Sacramento,Other Deciduous,1998,3.7,7400.0,27354.9,0.0,0.14664,0.0
Sacramento,Other Deciduous,1998,3.7,7400.0,27354.9,740.6,0.25921,3703.0
Sacramento,Other Deciduous,1998,3.7,7400.0,27354.9,337.71,44.43156,7767.41
Sacramento,Other Deciduous,1998,3.7,7400.0,27354.9,1390.85,0.57026,2086.27
Sacramento,Other Deciduous,1999,4.82,7700.0,37098.6,323.36,2.71619,8083.9
Sacramento,Other Deciduous,1999,4.82,7700.0,37098.6,1763.76,1.00534,3527.52
Sacramento,Other Deciduous,1999,4.82,7700.0,37098.6,0.0,1.08765,0.0
Sacramento,Other Deciduous,1999,4.82,7700.0,37098.6,329.24,43.02252,7210.25
Sacramento,Other Deciduous,1999,4.82,7700.0,37098.6,1086.18,0.38215,1705.31
Sacramento,Other Deciduous,2000,4.44,8200.0,36416.9,410.89,2.6715,8217.75
Sacramento,Other Deciduous,2000,4.44,8200.0,36416.9,2228.67,0.60399,2451.53
Sacramento,Other Deciduous,2000,4.44,8200.0,36416.9,0.0,1.01052,0.0
Sacramento,Other Deciduous,2000,4.44,8200.0,36416.9,296.19,37.89459,5923.75
Sacramento,Other Deciduous,2000,4.44,8200.0,36416.9,1653.71,0.34555,1653.71
Sacramento,Other Deciduous,2001,4.93,8200.0,40399.7,346.22,1.35328,3607.62
Sacramento,Other Deciduous,2001,4.93,8200.0,40399.7,1596.06,0.24422,1276.85
Sacramento,Other Deciduous,2001,4.93,8200.0,40399.7,0.0,0.62205,0.0
Sacramento,Other Deciduous,2001,4.93,8200.0,40399.7,330.42,35.97965,5712.93
Sacramento,Other Deciduous,2001,4.93,8200.0,40399.7,1436.6,0.32323,1149.28
Sacramento,Other Deciduous,2002,4.48,8105.0,36277.81,364.04,0.88939,2985.11
Sacramento,Other Deciduous,2002,4.48,8105.0,36277.81,1454.72,0.30979,1454.72
Sacramento,Other Deciduous,2002,4.48,8105.0,36277.81,0.0,1.66315,0.0
Sacramento,Other Deciduous,2002,4.48,8105.0,36277.81,341.2,39.04772,6482.73
Sacramento,Other Deciduous,2003,4.23,8124.0,34391.86,303.02,2.12756,5151.36
Sacramento,Other Deciduous,2003,4.23,8124.0,34391.86,2753.8,2.17,7159.88
Sacramento,Other Deciduous,2003,4.23,8124.0,34391.86,0.0,2.60852,0.0
Sacramento,Other Deciduous,2003,4.23,8124.0,34391.86,285.64,31.39705,5541.34
Sacramento,Other Deciduous,2004,4.37,8593.0,37536.3,255.09,1.22544,3242.19
Sacramento,Other Deciduous,2004,4.37,8593.0,37536.3,2654.54,2.64392,6370.9
Sacramento,Other Deciduous,2004,4.37,8593.0,37536.3,0.0,4.62057,0.0
Sacramento,Other Deciduous,2004,4.37,8593.0,37536.3,289.21,33.66313,5610.65
Sacramento,Other Deciduous,2005,3.72,8661.0,32216.95,224.43,1.30397,3725.55
Sacramento,Other Deciduous,2005,3.72,8661.0,32216.95,3198.78,3.53146,7677.08
Sacramento,Other Deciduous,2005,3.72,8661.0,32216.95,0.0,5.26687,0.0
Sacramento,Other Deciduous,2005,3.72,8661.0,32216.95,296.93,26.8085,4468.87
Sacramento,Other Deciduous,2006,4.03,9082.0,36641.37,261.23,1.14106,4179.74
Sacramento,Other Deciduous,2006,4.03,9082.0,36641.37,4098.4,2.15986,3688.56
Sacramento,Other Deciduous,2006,4.03,9082.0,36641.37,0.0,4.92556,0.0
Sacramento,Other Deciduous,2006,4.03,9082.0,36641.37,326.15,38.05422,5870.73
Sacramento,Other Deciduous,2007,4.81,8537.0,41088.91,351.74,1.26907,3904.27
Sacramento,Other Deciduous,2007,4.81,8537.0,41088.91,2668.19,4.46655,7470.94
Sacramento,Other Deciduous,2007,4.81,8537.0,41088.91,0.0,4.38615,0.0
Sacramento,Other Deciduous,2007,4.81,8537.0,41088.91,257.92,32.53361,5725.72
Sacramento,Other Deciduous,2008,5.03,8128.0,40908.92,431.6,2.16663,6944.5
Sacramento,Other Deciduous,2008,5.03,8128.0,40908.92,2359.91,4.83547,8873.28
Sacramento,Other Deciduous,2008,5.03,8128.0,40908.92,0.0,5.77285,0.0
Sacramento,Other Deciduous,2008,5.03,8128.0,40908.92,325.06,36.89574,6631.22
Sacramento,Other Deciduous,2009,4.16,9023.0,37546.49,241.33,1.05368,2847.72
Sacramento,Other Deciduous,2009,4.16,9023.0,37546.49,3861.43,8.09358,6564.44
Sacramento,Other Deciduous,2009,4.16,9023.0,37546.49,0.0,15.73803,0.0
Sacramento,Other Deciduous,2009,4.16,9023.0,37546.49,276.95,38.22356,7006.75
Sacramento,Other Deciduous,2010,3.65,9672.0,35304.75,268.58,1.33212,3837.99
Sacramento,Other Deciduous,2010,3.65,9672.0,35304.75,2061.46,3.73124,3092.19
Sacramento,Other Deciduous,2010,3.65,9672.0,35304.75,0.0,7.41286,0.0
Sacramento,Other Deciduous,2010,3.65,9672.0,35304.75,444.71,51.14165,9472.24
Sacramento,Other Deciduous,2010,3.65,9672.0,35304.75,2061.34,2.76219,3298.15
Sacramento,Other Deciduous,2011,3.41,9201.0,31368.2,285.58,1.23659,4109.56
Sacramento,Other Deciduous,2011,3.41,9201.0,31368.2,4217.51,11.09206,9236.35
Sacramento,Other Deciduous,2011,3.41,9201.0,31368.2,0.0,6.28695,0.0
Sacramento,Other Deciduous,2011,3.41,9201.0,31368.2,288.27,42.08766,7569.91
Sacramento,Other Deciduous,2011,3.41,9201.0,31368.2,2623.03,4.66899,5954.28
Sacramento,Other Deciduous,2012,4.0,8816.0,35266.24,498.42,2.44721,7072.53
Sacramento,Other Deciduous,2012,4.0,8816.0,35266.24,3143.21,9.42963,9052.43
Sacramento,Other Deciduous,2012,4.0,8816.0,35266.24,0.0,4.34481,0.0
Sacramento,Other Deciduous,2012,4.0,8816.0,35266.24,338.94,39.31657,7307.58
Sacramento,Other Deciduous,2012,4.0,8816.0,35266.24,3272.74,4.84365,5236.38
Sacramento,Other Deciduous,2013,3.93,8262.0,32503.26,3810.32,8.61134,6820.48
Sacramento,Other Deciduous,2013,3.93,8262.0,32503.26,0.0,4.20498,0.0
Sacramento,Other Deciduous,2013,3.93,8262.0,32503.26,483.19,46.29005,10195.29
Sacramento,Other Deciduous,2013,3.93,8262.0,32503.26,3343.42,0.98297,4145.84
Sacramento,Other Deciduous,2014,3.71,7814.0,28971.64,5052.97,5.20456,4244.5
Sacramento,Other Deciduous,2014,3.71,7814.0,28971.64,0.0,4.6735,0.0
Sacramento,Other Deciduous,2014,3.71,7814.0,28971.64,599.25,62.32252,12033.01
Sacramento,Other Deciduous,2014,3.71,7814.0,28971.64,4834.58,8.6539,11602.98
Sacramento,Other Deciduous,2015,3.61,8656.0,31213.76,3662.36,9.00942,6226.02
Sacramento,Other Deciduous,2015,3.61,8656.0,31213.76,0.0,7.14227,0.0
Sacramento,Other Deciduous,2015,3.61,8656.0,31213.76,535.46,49.69072,9798.89
Sacramento,Other Deciduous,2015,3.61,8656.0,31213.76,2421.35,8.15993,5544.89
Sacramento,Other Deciduous,2016,3.79,10213.0,38667.17,437.94,3.16194,5518.01
Sacramento,Other Deciduous,2016,3.79,10213.0,38667.17,3384.38,6.59954,5415.01
Sacramento,Other Deciduous,2016,3.79,10213.0,38667.17,0.0,7.00251,0.0
Sacramento,Other Deciduous,2016,3.79,10213.0,38667.17,584.44,50.96317,10052.37
Sacramento,Other Deciduous,2016,3.79,10213.0,38667.17,2064.11,3.01361,3508.99
Sacramento,Other Deciduous,2017,3.28,10667.8,35041.67,3791.28,13.07992,10994.73
Sacramento,Other Deciduous,2017,3.28,10667.8,35041.67,0.0,4.46935,0.0
